customer_id,has_partner,has_dependents
2004-OCQXK,No,No
5027-QPKTE,Yes,No
4146-SVFUD,No,No
1564-HJUVY,No,No
3617-XLSGQ,Yes,Yes
7517-LDMPS,No,No
7244-KXYZN,No,No
5226-NOZFC,No,No
2672-HUYVI,No,No
1400-WIVLL,Yes,No
7508-MYBOG,Yes,No
8148-NLEGT,Yes,Yes
0148-DCDOS,No,No
8347-GDTMP,Yes,No
9992-RRAMN,Yes,No
6746-WAUWT,No,No
0310-MVLET,Yes,Yes
0428-IKYCP,Yes,No
4550-VBOFE,Yes,No
2187-PKZAY,No,No
4003-OCTMP,Yes,No
6652-YFFJO,No,No
7225-IILWY,Yes,Yes
5248-RPYWW,Yes,Yes
7923-IYJWY,No,No
3170-GWYKC,No,No
5696-QURRL,No,No
7409-KIUTL,No,Yes
9830-ECLEN,Yes,Yes
1732-VHUBQ,Yes,Yes
0495-RVCBF,No,No
2668-TZSPS,No,No
7854-EDSSA,No,No
8869-TORSS,No,No
7446-SFAOA,Yes,No
9522-ZSINC,No,No
8234-GSZYK,No,No
6505-OZNPG,No,No
6164-HAQTX,No,No
0679-IDSTG,Yes,Yes
7765-LWVVH,Yes,Yes
1658-TJVOA,No,No
0953-LGOVU,Yes,Yes
2115-BFTIW,No,No
4692-NNQRU,Yes,No
7742-MYPGI,Yes,Yes
0611-DFXKO,Yes,No
7780-OTDSO,Yes,No
9619-GSATL,No,No
5622-UEJFI,Yes,Yes
9747-DDZOS,No,No
0674-DGMAQ,Yes,No
6203-HBZPA,No,No
0484-FFVBJ,No,No
0301-FIDRB,Yes,Yes
4139-JPIAM,No,No
2181-TIDSV,Yes,Yes
2761-XECQW,Yes,No
1936-CZAKF,Yes,No
9453-PATOS,Yes,No
0564-JJHGS,No,No
3348-CFRNX,Yes,No
4402-FTBXC,No,No
1428-GTBJJ,No,No
2931-XIQBR,Yes,Yes
0106-UGRDO,Yes,No
5542-TBBWB,No,No
1930-QPBVZ,Yes,Yes
2606-PKWJB,No,Yes
5322-ZSMZY,Yes,Yes
8059-UDZFY,No,Yes
7740-BTPUX,Yes,No
5220-AGAAX,Yes,Yes
0208-BPQEJ,Yes,Yes
9435-JMLSX,Yes,No
3352-ALMCK,No,No
5312-IRCFR,Yes,Yes
5294-IMHHT,Yes,No
8802-UNOJF,No,No
6313-GIDIT,No,No
6176-YJWAS,Yes,No
5310-NOOVA,No,No
4526-EXKKN,No,No
5311-IHLEI,No,No
3987-KQDDU,No,No
3404-JNXAX,Yes,Yes
5131-PONJI,Yes,Yes
2845-AFFTX,Yes,No
3489-VSFRD,No,No
3345-JHUEO,No,No
5815-HGGHV,Yes,No
5260-UMPWX,Yes,Yes
2249-YPRNG,Yes,Yes
7410-YTJIK,No,No
4626-GYCZP,No,No
5649-RXQTV,No,No
2674-MIAHT,No,No
2576-HXMPA,No,No
7587-AOVVU,Yes,Yes
5590-BYNII,No,No
6898-MDLZW,No,No
3237-AJGEH,Yes,Yes
4707-YNOQA,Yes,Yes
9357-UJRUN,Yes,No
1591-NFNLQ,No,No
8648-PFRMP,No,No
7663-CUXZB,Yes,No
0258-NOKBL,No,No
1163-VIPRI,Yes,Yes
2815-CPTUL,No,No
9348-ROUAI,Yes,Yes
9443-JUBUO,Yes,Yes
0596-BQCEQ,Yes,Yes
1481-ZUWZA,No,No
3043-TYBNO,No,No
4830-FAXFM,No,Yes
5906-BFOZT,No,No
2960-NKRSO,No,No
8996-ZROXE,No,No
5598-IKHQQ,No,No
0397-ZXWQF,No,No
5266-PFRQK,Yes,Yes
4674-HGNUA,Yes,Yes
6765-MBQNU,Yes,No
9786-IJYDL,No,No
1303-SRDOK,Yes,Yes
3769-MHZNV,Yes,Yes
6295-OSINB,Yes,No
3308-MHOOC,No,Yes
2309-OSFEU,No,No
2207-QPJED,Yes,No
4177-JPDFU,No,No
2239-CFOUJ,Yes,Yes
8046-DNVTL,Yes,No
2209-XADXF,No,No
6620-JDYNW,No,No
1891-FZYSA,Yes,No
4770-UEZOX,No,No
1038-RQOST,Yes,Yes
7613-LLQFO,No,No
4568-TTZRT,No,No
9513-DXHDA,No,No
2640-PMGFL,No,Yes
3801-HMYNL,Yes,Yes
0516-QREYC,No,No
9685-WKZGT,No,No
6022-UGGSO,No,No
8084-OIVBS,No,No
8896-BQTTI,No,No
3865-QBWSJ,No,Yes
3352-RICWQ,Yes,Yes
2160-GPFXD,Yes,Yes
2065-MMKGR,No,No
5857-TYBCJ,Yes,No
1498-NHTLT,Yes,Yes
4484-CGXFK,No,No
1402-PTHGN,Yes,Yes
4176-RELJR,No,No
6214-EDAKZ,Yes,Yes
5199-FPUSP,No,Yes
6377-KSLXC,No,No
1796-JANOW,No,No
0238-WHBIQ,Yes,Yes
8735-NBLWT,No,Yes
6651-RLGGM,Yes,Yes
6127-ISGTU,Yes,No
1614-JBEBI,No,No
8740-XLHDR,No,No
1208-DNHLN,Yes,Yes
1761-AEZZR,No,No
3923-CSIHK,Yes,No
5696-EXCYS,No,No
5795-KTGUD,Yes,No
7120-RFMVS,No,No
7924-GJZFI,Yes,No
4702-HDRKD,No,No
8512-WIWYV,No,No
5897-ZYEKH,Yes,No
5456-ITGIC,Yes,No
7317-GGVPB,Yes,No
1406-PUQVY,No,Yes
1322-AGOQM,No,No
3677-IYRBF,No,No
5692-FPTAH,No,No
9114-AAFQH,Yes,No
8715-KKTFG,Yes,No
1550-LOAHA,Yes,No
1728-BQDMA,No,No
0268-QKIWO,No,No
0876-WDUUZ,No,No
5117-ZSMHQ,Yes,Yes
5151-HQRDG,Yes,No
0960-HUWBM,Yes,Yes
6465-GSRCL,No,Yes
0617-FHSGK,No,Yes
0263-FJTQO,Yes,Yes
7319-ZNRTR,Yes,Yes
2858-MOFSQ,No,Yes
7503-EPSZW,Yes,Yes
7089-XXAYG,Yes,No
8118-LSUEL,No,No
8070-AAWZP,Yes,No
1666-JXLKU,No,No
7855-DIWPO,No,No
5133-POWUA,No,No
5652-MSDEY,No,No
7005-CCBKV,No,No
1810-BOHSY,Yes,No
1784-BXEFA,No,No
7351-MHQVU,No,No
9224-VTYID,Yes,Yes
9500-IWPXQ,Yes,Yes
5762-TJXGK,No,No
4504-YOULA,Yes,Yes
5569-IDSEY,Yes,No
4250-FDVOU,No,No
7284-ZZLOH,Yes,No
5277-ZLOOR,No,No
2141-RRYGO,No,No
1777-JYQPJ,No,No
6376-GAHQE,No,No
3401-URHDA,No,No
1599-EAHXY,Yes,Yes
8631-XVRZL,No,No
5052-PNLOS,No,No
3853-LYGAM,No,No
6979-ZNSFF,No,No
5751-USDBL,Yes,Yes
5680-LQOGP,No,No
2386-LAHRK,No,No
8189-DUKMV,Yes,No
6032-IGALN,No,No
9931-DCEZH,No,Yes
1898-JSNDC,No,No
0315-LVCRK,No,No
3911-RSNHI,Yes,No
2410-CIYFZ,No,Yes
4248-HCETZ,Yes,No
5505-OVWQW,No,No
7271-AJDTL,Yes,No
1867-TJHTS,No,No
0516-WJVXC,No,No
9174-FKWZE,No,No
6860-YRJZP,No,No
4429-WYGFR,No,No
2817-LVCPP,No,No
5038-ETMLM,Yes,No
5056-FIMPT,No,Yes
4521-WFJAI,No,No
6569-KTMDU,No,No
8809-RIHDD,Yes,Yes
8809-XKHMD,Yes,No
0396-YCHWO,Yes,No
0867-LDTTC,No,No
4822-NGOCH,No,No
9391-DXGGG,No,No
9844-FELAJ,Yes,Yes
2122-SZZZD,No,No
5307-DZCVC,Yes,No
3148-AOIQT,Yes,No
8679-JOEVF,No,No
8395-ETZKQ,Yes,Yes
6692-YQHXC,No,No
3889-VWBID,Yes,Yes
5222-JCXZT,No,No
9754-CLVZW,Yes,Yes
1432-FPAXX,No,No
2739-CCZMB,No,Yes
7080-TNUWP,Yes,No
0496-AHOOK,Yes,No
8336-TAVKX,Yes,No
2468-SJFLM,No,No
3181-VTHOE,Yes,No
7168-HDQHG,Yes,Yes
4803-AXVYP,No,No
3884-HCSWG,No,No
4567-AKPIA,Yes,Yes
5077-DXTCG,No,No
1142-WACZW,No,No
7901-HXJVA,No,No
5649-ANRML,No,No
4892-VLANZ,No,No
5924-IFQTT,Yes,Yes
7968-QUXNS,No,No
2919-HBCJO,No,No
4236-XPXAV,Yes,Yes
8903-WMRNW,Yes,No
2452-SNHFZ,No,No
3629-WEAAM,No,No
6029-CSMJE,No,No
7993-NQLJE,Yes,Yes
9909-DFRJA,No,No
9099-FTUHS,No,No
0581-BXBUB,No,No
4962-CHQPW,No,Yes
9467-ROOLM,No,No
3030-YZADT,No,No
7410-KTVFV,Yes,No
5150-ITWWB,No,No
2253-KPMNB,Yes,Yes
1345-ZUKID,No,No
6429-SHBCB,No,No
9281-OFDMF,No,No
2603-HVKCG,No,No
1834-WULEG,Yes,Yes
9097-ZUBYC,Yes,No
5148-ORICT,Yes,No
4893-GYUJU,No,No
4578-PHJYZ,Yes,Yes
7272-QDCKA,No,No
8908-SLFCJ,No,No
8393-DLHGA,No,Yes
9766-HGEDE,Yes,No
6968-MHOMU,Yes,No
7395-IGJOS,Yes,No
5044-XDPYX,Yes,No
1814-WFGVS,Yes,Yes
2834-SPCJV,Yes,No
3721-WKIIL,No,No
6734-CKRSM,No,No
1265-ZFOSD,Yes,No
6568-POCUI,Yes,No
7890-VYYWG,Yes,No
5197-LQXXH,Yes,No
9907-SWKKF,No,No
3457-PQBYH,Yes,Yes
7682-AZNDK,Yes,Yes
0587-DMGBH,No,No
5384-ZTTWP,Yes,Yes
3745-HRPHI,Yes,Yes
7636-OWBPG,No,No
1231-YNDEK,No,No
1407-DIGZV,Yes,Yes
6397-JNZZG,Yes,No
0570-BFQHT,No,No
4393-OBCRR,No,No
3523-QRQLL,Yes,Yes
8564-LDKFL,Yes,No
3696-DFHHB,No,No
0895-DQHEW,Yes,No
4717-GHADL,No,No
5501-TVMGM,No,No
5879-HMFFH,Yes,No
6772-WFQRD,No,Yes
3810-DVDQQ,Yes,Yes
6972-SNKKW,No,No
3694-GLTJM,No,No
8550-XSXUQ,Yes,No
8149-RSOUN,No,No
9055-MOJJJ,Yes,Yes
4359-INNWN,No,No
0585-EGDDA,Yes,No
4032-RMHCI,Yes,Yes
0549-CYCQN,No,No
3481-JHUZH,Yes,No
7250-EQKIY,Yes,Yes
3594-IVHJZ,No,No
6869-FGJJC,No,No
3896-ZVNET,Yes,Yes
8205-VSLRB,Yes,No
5960-MVTUK,No,No
6817-WTYHE,No,No
3082-VQXNH,Yes,No
4013-UBXWQ,No,No
4931-TRZWN,No,No
0750-EKNGL,No,No
7669-LCRSD,Yes,Yes
3567-PQTSO,Yes,Yes
5519-NPHVG,No,No
8043-PNYSD,Yes,Yes
9938-EKRGF,No,No
2703-AMTUL,Yes,Yes
0928-JMXNP,Yes,No
8173-RXAYP,Yes,Yes
4825-XJGDM,No,No
5402-HTOTQ,No,No
6734-JDTTV,Yes,Yes
7850-THJMU,Yes,Yes
3890-RTCMS,No,No
8849-GYOKR,Yes,No
3148-BLQJT,No,No
3717-FDJFU,No,Yes
3665-JATSN,No,No
7966-YOTQW,No,No
0461-CVKMU,Yes,Yes
8806-EAGWC,No,No
8853-TZDGH,No,No
7779-LGOVN,Yes,No
4324-BZCKL,Yes,Yes
6924-TDGMT,Yes,No
9710-ZUSHQ,No,No
1536-YHDOE,Yes,Yes
8123-QBNAZ,Yes,Yes
3629-ZNKXA,No,No
4827-LTQRJ,Yes,Yes
7711-YIJWC,Yes,Yes
5482-VXSXJ,No,No
7365-BVCJH,No,No
9620-ENEJV,No,No
4183-WCSEP,No,No
2378-YIZKA,Yes,Yes
5498-TXHLF,Yes,Yes
0689-DSXGL,Yes,Yes
6818-DJXAA,No,Yes
9722-UJOJR,Yes,Yes
0464-WJTKO,Yes,Yes
8902-ZEOVF,Yes,Yes
6778-EICRF,Yes,Yes
2662-NNTDK,No,No
4132-KALRO,No,No
3902-FOIGH,Yes,No
6772-KSATR,No,No
7112-OPOTK,No,No
2874-YXVVA,No,No
1245-HARPS,Yes,No
4210-QFJMF,No,No
4323-ELYYB,Yes,Yes
4293-ETKAP,Yes,Yes
6064-PUPMC,Yes,Yes
6504-VBLFL,Yes,No
6322-PJJDJ,Yes,No
0330-BGYZE,Yes,No
1085-LDWAM,Yes,Yes
7586-ZATGZ,No,No
7197-VOJMM,Yes,No
3318-OSATS,No,No
5828-AVIPD,Yes,Yes
1843-TLSGD,Yes,Yes
9626-VFRGG,No,Yes
7075-BNDVQ,No,No
9143-CANJF,Yes,Yes
7284-BUYEC,No,No
2041-JIJCI,No,No
1086-LXKFY,Yes,Yes
4900-MSOMT,Yes,Yes
2229-VWQJH,No,No
9194-GFVOI,Yes,No
1336-EZFZY,No,No
4282-MSACW,No,No
1403-LKLIK,Yes,Yes
2636-ALXXZ,No,No
7774-OJSXI,No,No
7786-WBJYI,No,No
0136-IFMYD,Yes,No
5144-TVGLP,No,No
9643-AVVWI,Yes,Yes
0253-ZTEOB,Yes,Yes
2706-QZIHY,Yes,No
6061-PQHMK,No,No
9885-CSMWE,No,No
6137-MFAJN,No,No
9122-UMROB,No,No
4232-JGKIY,No,No
2402-TAIRZ,No,No
9659-ZTWSM,Yes,No
9139-TWBAS,Yes,No
6685-GBWJZ,Yes,No
5016-ETTFF,No,No
3866-MDTUB,No,No
2195-VVRJF,Yes,No
3913-RDSJZ,Yes,No
8058-JMEQO,No,No
4203-QGNZA,No,Yes
5043-TRZWM,No,No
0697-ZMSWS,No,No
7657-DYEPJ,No,No
9494-BDNNC,Yes,No
1640-PLFMP,No,No
5366-OBVMR,Yes,No
8276-MQBYC,No,No
7644-OMVMY,Yes,Yes
7593-XFKDI,No,No
4573-JKNAE,No,Yes
0337-CNPZE,No,No
9817-APLHW,No,No
8380-MQINP,Yes,Yes
0840-DFEZH,No,No
1513-XNPPH,No,No
8690-ZVLCL,Yes,Yes
6015-VVHHE,No,No
1125-SNVCK,No,No
0384-LPITE,No,No
4616-EWBNJ,No,No
6347-DCUIK,No,No
1335-HQMKX,Yes,No
2545-EBUPK,No,No
6923-AQONU,Yes,Yes
2172-EJXVF,No,No
0897-FEGMU,Yes,No
7663-RGWBC,No,No
1120-BMWUB,No,No
9124-LHCJQ,No,No
4536-PLEQY,Yes,No
7029-IJEJK,No,No
8871-JLMHM,Yes,No
2235-ZGKPT,Yes,Yes
3891-PUQOD,No,Yes
5447-VYTKW,No,No
3623-FQBOX,No,No
0689-NKYLF,No,No
8659-HDIYE,No,No
3658-KIBGF,No,No
3474-BAFSJ,Yes,No
5519-YLDGW,Yes,No
3865-ZFZIB,No,No
1855-AGAWH,Yes,No
7109-CQYUZ,No,No
1370-GGAWX,No,No
4680-KUTAJ,No,No
5307-UVGNB,Yes,Yes
4946-EDSEW,Yes,Yes
2883-ILGWO,No,No
2516-VQRRV,No,No
7580-UGXNC,No,No
3642-BYHDO,Yes,Yes
9629-NHXFW,Yes,Yes
2696-RZVZW,Yes,No
5766-FTRTS,Yes,No
0396-HUJBP,No,No
5178-LMXOP,Yes,No
8879-ZKJOF,No,No
6285-FTQBF,Yes,Yes
8185-UPYBR,Yes,No
4585-HETAI,Yes,Yes
7526-BEZQB,No,No
1474-JUWSM,Yes,No
3530-CRZSB,No,No
8498-XXGWA,Yes,No
9617-INGJY,No,No
0621-TSSMU,Yes,No
7234-KMNRQ,No,No
7636-PEPNS,Yes,Yes
4683-WYDOU,Yes,No
9052-DHNKM,No,No
6794-HKIAJ,No,No
5578-NKCXI,Yes,Yes
1642-HMARX,Yes,No
3096-WPXBT,Yes,Yes
8434-PNQZX,No,No
5950-AAAGJ,No,No
4299-OPXEJ,No,No
4951-UKAAQ,No,No
9618-LFJRU,No,No
6693-DJWTY,No,Yes
0744-GKNGE,Yes,Yes
6447-EGDIV,No,No
1167-OYZJF,Yes,No
2108-YKQTY,No,No
4806-DXQCE,Yes,No
4918-QLLIW,No,No
7056-IMHCC,Yes,No
4854-SSLTN,Yes,Yes
5294-DMSFH,Yes,Yes
4837-PZTIC,No,No
1625-JAIIY,Yes,Yes
0603-OLQDC,No,Yes
3272-VUHPV,Yes,Yes
4176-FXYBO,Yes,No
1063-DHQJF,Yes,Yes
8663-UPDGF,No,No
6719-FGEDO,Yes,No
1837-YQUCE,No,No
2947-DOMLJ,No,Yes
4112-LUEIZ,No,No
0369-ZGOVK,Yes,Yes
4510-HIMLV,No,No
9919-KNPOO,Yes,No
8749-JMNKX,Yes,No
7872-BAAZR,Yes,Yes
9391-LMANN,No,Yes
2430-USGXP,Yes,No
8174-TBVCF,Yes,No
1698-XFZCI,No,No
1877-HKBQX,No,No
4450-DLLMH,No,No
0428-AXXLJ,No,No
2746-DIJLO,No,No
5955-ERIHD,Yes,No
0917-EZOLA,Yes,No
3508-VLHCZ,Yes,Yes
4086-ATNFV,Yes,Yes
0468-YRPXN,No,No
5996-NRVXR,Yes,No
3739-YBWAB,Yes,No
7047-FWEYA,Yes,No
2000-MPKCA,No,No
9762-YAQAA,No,No
5949-EBSQK,Yes,Yes
5473-KHBPS,Yes,Yes
0100-DUVFC,Yes,No
5397-TUPSH,Yes,No
8950-MTZNV,No,No
0326-VDYXE,Yes,No
6773-LQTVT,Yes,Yes
7274-RTAPZ,No,No
0436-TWFFZ,No,No
8566-YPRGL,No,No
0311-UNPFF,No,No
6609-MXJHJ,Yes,Yes
2669-OIDSD,Yes,No
8400-WZICQ,Yes,Yes
3834-XUIFC,No,No
9576-SYUHJ,No,No
0410-IPFTY,Yes,No
2831-EBWRN,No,No
9430-NKQLY,Yes,Yes
8414-MYSHR,No,No
0247-SLUJI,Yes,Yes
9402-ORRAH,No,No
6483-OATDN,Yes,Yes
1293-HHSHJ,No,No
4840-ORQXB,No,No
7599-FKVXZ,Yes,No
3982-DQLUS,Yes,Yes
8610-ZIKJJ,Yes,Yes
3756-VNWDH,Yes,No
7801-KICAO,No,No
7673-LPRNY,No,No
8229-TNIQA,No,No
6060-QBMGV,Yes,No
7339-POGZN,No,No
2828-SLQPF,No,No
4465-VDKIQ,No,No
2921-XWDJH,Yes,No
6221-AVQYL,No,No
2558-BUOZZ,No,No
9257-AZMTZ,Yes,Yes
0003-MKNFE,No,No
0975-UYDTX,Yes,No
7743-EXURX,Yes,Yes
4682-BLBUC,Yes,No
0975-VOOVL,No,No
5968-VXZLG,No,No
5569-KGJHX,Yes,Yes
4988-IQIGL,No,No
5201-FRKKS,No,No
9799-CAYJJ,Yes,No
7730-IUTDZ,No,No
0426-TIRNE,No,No
5443-SCMKX,Yes,No
8295-KMENE,Yes,Yes
6738-ISCBM,No,No
9821-BESNZ,No,No
3678-MNGZX,Yes,Yes
1335-NTIUC,No,No
2916-BQZLN,No,No
4558-CGYCZ,No,No
2368-GAKKQ,No,No
8710-YGLWG,No,No
3199-XGZCY,No,No
3785-KTYSH,No,No
6814-ZPWFQ,No,No
4063-EIKNQ,Yes,Yes
6993-YCOBK,Yes,Yes
5206-HPJKM,No,No
7587-RZNME,No,No
0748-RDGGM,Yes,No
8393-JMVMB,No,No
5019-GQVCR,No,No
6036-TTFYU,Yes,No
2550-AEVRU,Yes,Yes
0969-RGKCU,Yes,Yes
0378-CJKPV,Yes,No
4706-AXVKM,No,No
5889-JTMUL,Yes,No
9026-RNUJS,No,No
3746-EUBYR,Yes,No
2332-EFBJY,No,No
2880-FPNAE,Yes,No
1703-MGIAB,No,No
4311-QTTAI,No,No
9474-PHLYD,No,No
4318-RAJVY,No,No
2165-VOEGB,No,Yes
3612-YUNGG,Yes,Yes
2254-DLXRI,No,No
5062-CJJKH,Yes,Yes
9028-LIHRP,Yes,Yes
2219-MVUSO,No,No
1053-MXTTK,Yes,Yes
1530-ZTDOZ,Yes,No
1301-LOPVR,Yes,Yes
0853-TWRVK,Yes,No
8914-RBTSB,Yes,No
6212-ATMLK,No,No
8200-LGKSR,Yes,No
1568-BEKZM,Yes,No
0670-ANMUU,No,No
6897-RWMUB,Yes,Yes
0963-ZBDRN,No,No
7594-RQHXR,No,Yes
6999-CHVCF,No,No
6134-KWTBV,No,No
1077-HUUJM,No,Yes
6331-EWIEB,No,No
0895-LNKRC,Yes,Yes
2045-BMBTJ,No,No
8417-GSODA,Yes,Yes
5171-EPLKN,No,No
4452-QIIEB,No,No
5998-VVEJY,No,No
1624-NALOJ,No,No
6741-EGCBI,No,No
7820-ZYGNY,No,No
4317-VTEOA,No,No
9677-AVKED,No,Yes
1670-SVOWZ,Yes,Yes
2227-JRSJX,No,No
9847-HNVGP,No,No
6696-YDAYZ,Yes,Yes
8980-WQFWL,No,No
1730-ZMAME,No,No
6506-EYCNH,Yes,Yes
4634-JLRJT,No,No
9501-UKKNL,No,No
2560-QTSBS,Yes,Yes
7541-YLXCL,No,No
4795-WRNVT,No,No
6080-TCMYC,Yes,Yes
0260-ZDLGK,No,Yes
7860-UXCRM,Yes,Yes
6357-JJPQT,No,No
2292-XQWSV,Yes,Yes
9552-TGUZV,Yes,No
5913-INRQV,Yes,No
8722-NGNBH,No,No
6210-KBBPI,No,No
9643-YBLUR,Yes,No
8734-FNWVH,Yes,Yes
9447-YPTBX,Yes,No
0133-BMFZO,No,No
6128-CZOMY,No,No
9540-JYROE,No,No
9026-LHEVG,No,No
2260-USTRB,No,No
3656-TKRVZ,No,No
7011-CVEUC,Yes,No
6185-TASNN,No,No
7925-PNRGI,Yes,Yes
8623-TMRBY,Yes,Yes
1552-CZCLL,Yes,Yes
3038-PQIUY,No,No
1501-SGHBW,No,No
9313-CDOGY,Yes,Yes
8148-BPLZQ,No,No
2623-DRYAM,Yes,No
9987-LUTYD,No,No
3208-YPIOE,No,No
4488-KQFDT,No,No
2612-RANWT,No,No
5693-PIPCS,No,No
0491-KAPQG,No,No
1925-LFCZZ,No,No
8039-EQPIM,Yes,No
6900-PXRMS,Yes,Yes
8707-RMEZH,Yes,No
3346-BRMIS,Yes,No
3209-ZPKFI,Yes,Yes
6479-VDGRK,Yes,Yes
9373-WSLOY,Yes,No
2933-FILNV,Yes,Yes
3569-JFODW,Yes,Yes
9819-FBNSV,Yes,No
9544-PYPSJ,Yes,Yes
1591-XWLGB,Yes,No
0396-UKGAI,No,Yes
3243-ZHOHY,No,No
5186-EJEGL,No,No
7527-QNRUS,Yes,Yes
9986-BONCE,No,No
2722-JMONI,Yes,No
2203-GHNWN,Yes,No
3878-AVSOQ,No,No
3258-SYSWS,No,No
5296-PSYVW,Yes,No
6319-QSUSR,No,Yes
4083-EUGRJ,No,No
7579-OOPEC,Yes,No
0512-FLFDW,Yes,No
1771-OADNZ,Yes,No
0487-CRLZF,No,No
2107-FBPTK,No,No
9451-WLYRI,Yes,No
8219-VYBVI,No,Yes
1991-VOPLL,No,No
9738-QLWTP,No,No
1016-DJTSV,No,No
9419-IPPBE,Yes,Yes
0174-QRVVY,Yes,Yes
5699-BNCAS,No,No
2900-PHPLN,Yes,No
0612-RTZZA,No,No
8106-GWQOK,Yes,No
8751-EDEKA,Yes,No
6878-GGDWG,Yes,No
4039-PIMHX,Yes,No
8450-LUGUK,Yes,Yes
3604-WLABM,No,No
0795-GMVQO,Yes,No
2259-OUUSZ,No,No
1142-IHLOO,No,No
6410-LEFEN,No,No
4633-MKHYU,No,No
6257-RJOHI,No,No
1545-JFUML,Yes,No
3194-ORPIK,Yes,Yes
7826-VVKWT,Yes,Yes
1353-GHZOS,Yes,No
2587-EKXTS,No,No
5442-BXVND,Yes,Yes
8816-VXNZD,No,No
9378-FXTIZ,Yes,No
1723-HKXJQ,No,No
7825-GKXMW,No,No
9753-OYLBX,No,No
2364-UFROM,No,No
6656-JWRQX,No,No
6473-ULUHT,Yes,Yes
1240-KNSEZ,No,No
0836-SEYLU,Yes,No
4433-JCGCG,Yes,No
3716-BDVDB,No,No
7688-AWMDX,Yes,No
2842-BCQGE,No,No
7244-QWYHG,Yes,No
5899-MQZZL,No,No
6849-OYAMU,Yes,Yes
5312-UXESG,No,No
9488-HGMJH,No,No
6038-GCYEC,No,No
2150-WLKUW,Yes,No
7159-FVYPK,Yes,Yes
7032-LMBHI,No,No
1150-WFARN,Yes,Yes
6088-BXMRG,Yes,Yes
3144-AUDBS,Yes,No
4821-SJHJV,Yes,Yes
7346-MEDWM,No,No
1137-DGOWI,Yes,No
5616-PRTNT,No,Yes
3812-LRZIR,Yes,Yes
4818-QIUFN,No,No
9483-GCPWE,No,Yes
4227-OJHAL,Yes,Yes
9220-CXRSC,Yes,Yes
4993-JCRGJ,No,No
9537-JALFH,Yes,Yes
6698-OXETB,No,No
2103-ZRXFN,No,No
3724-BSCVH,Yes,Yes
4877-TSOFF,Yes,Yes
9209-NWPGU,No,No
6961-VCPMC,Yes,No
7306-YDSOI,Yes,Yes
5288-AHOUP,No,No
6688-UZPWD,Yes,No
0655-YDGFJ,No,No
8468-EHYJA,Yes,No
6823-SIDFQ,No,No
1097-FSPVW,No,No
2839-RFSQE,No,No
8328-SKJNO,No,Yes
7010-ZMVBF,Yes,Yes
5201-CBWYG,Yes,Yes
0968-GSIKN,No,No
1965-DDBWU,No,No
9057-SIHCH,No,No
6352-GIGGQ,No,No
3635-QQRQD,No,No
6771-XWBDM,Yes,No
2897-DOVND,No,No
3082-YVEKW,Yes,Yes
0191-EQUUH,No,Yes
7134-HBPBS,No,No
3489-HHPFY,Yes,No
2926-JEJJC,No,No
8601-QACRS,No,No
4950-BDEUX,No,No
5789-LDFXO,No,No
0508-OOLTO,Yes,Yes
2984-TBYKU,Yes,Yes
9822-WMWVG,No,No
2391-SOORI,No,Yes
9040-KZVWO,No,No
2645-QTLMB,No,No
4806-HIPDW,Yes,No
1548-ARAGG,Yes,Yes
6339-RZCBJ,No,No
4424-TKOPW,No,No
4415-WNGVR,Yes,No
2522-AHJXR,Yes,No
0412-UCCNP,No,No
1816-FLZDK,No,No
7096-UCLNH,No,No
8443-ZRDBZ,No,No
9136-ALYBR,No,No
4615-PIVVU,No,No
8885-QSQBX,No,No
7479-NITWS,No,No
8617-ENBDS,No,No
9385-NXKDA,Yes,No
0430-IHCDJ,No,No
2959-MJHIC,Yes,No
6674-KVJHG,No,No
1814-DKOLC,No,No
4201-JMNGR,No,No
9351-HXDMR,Yes,No
3537-HPKQT,Yes,No
2129-ALKBS,Yes,Yes
5821-MMEIL,Yes,No
5960-WPXQM,No,No
0684-AOSIH,Yes,No
8260-NGFNY,No,No
1309-XGFSN,Yes,Yes
1866-RZZQS,No,No
6968-URWQU,Yes,No
4742-TXUEX,Yes,Yes
9631-XEYKE,No,No
8631-NBHFZ,Yes,Yes
1335-MXCSE,Yes,Yes
8873-TMKGR,No,No
8800-JOOCF,No,Yes
1469-LBJQJ,Yes,No
4958-XCBDQ,No,No
8337-UPOAQ,Yes,No
0064-YIJGF,Yes,Yes
2386-OWURY,No,No
1725-IQNIY,Yes,No
0310-VQXAM,No,No
6598-RFFVI,No,No
3453-RTHJQ,No,No
6712-OAWRH,No,No
6278-FEPBZ,No,No
4280-DLSHD,Yes,No
1508-DFXCU,No,No
8614-VGMMV,No,No
7868-BGSZA,Yes,No
2800-QQUSO,No,No
2930-UOTMB,No,No
7973-DZRKH,No,Yes
5914-DVBWJ,No,No
7698-YFGEZ,No,No
2533-QVMSK,Yes,No
9773-PEQBZ,No,No
8644-XLFBW,No,No
0650-BWOZN,No,No
8625-AZYZY,Yes,No
7785-RDVIG,Yes,Yes
9602-WCXPI,No,No
2903-YYTBW,Yes,Yes
3620-MWJNE,No,No
8573-JGCZW,No,No
6837-HAEVO,Yes,Yes
6701-YVNQG,Yes,No
9306-CPCBC,No,No
4304-XUMGI,Yes,Yes
9504-YAZWB,No,No
8819-ZBYNA,Yes,No
6174-NRBTZ,No,No
9481-IEBZY,Yes,No
1833-VGRUM,No,No
6137-NICCO,Yes,Yes
9065-ZCPQX,Yes,No
