customer_id,contract_type,internet_service,internet_type,phone_service,multiple_lines,online_security,online_backup,device_protection_plan,premium_tech_support,payment_method,paperless_billing
3724-BSCVH,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
4877-TSOFF,One Year,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,Yes
9209-NWPGU,One Year,Yes,Cable,Yes,No,Yes,No,No,Yes,Bank Withdrawal,No
7306-YDSOI,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,Yes
0655-YDGFJ,Month-to-Month,Yes,DSL,Yes,No,No,No,Yes,No,Bank Withdrawal,No
8468-EHYJA,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
6823-SIDFQ,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
1097-FSPVW,Month-to-Month,Yes,DSL,Yes,No,Yes,No,Yes,No,Credit Card,No
8328-SKJNO,One Year,Yes,DSL,No,No,Yes,Yes,No,Yes,Bank Withdrawal,No
7010-ZMVBF,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
5201-CBWYG,One Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
6352-GIGGQ,One Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
3635-QQRQD,Two Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
2897-DOVND,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
3082-YVEKW,Two Year,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,Yes
0191-EQUUH,Two Year,Yes,Cable,No,No,Yes,No,No,Yes,Bank Withdrawal,No
3489-HHPFY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2926-JEJJC,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
4950-BDEUX,Month-to-Month,Yes,DSL,No,No,No,No,Yes,No,Bank Withdrawal,No
5789-LDFXO,One Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
0508-OOLTO,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
2984-TBYKU,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
9822-WMWVG,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
9040-KZVWO,One Year,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Bank Withdrawal,No
1548-ARAGG,Month-to-Month,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Credit Card,Yes
6339-RZCBJ,Two Year,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Credit Card,No
2522-AHJXR,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,Yes
0412-UCCNP,Two Year,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
1816-FLZDK,Month-to-Month,Yes,DSL,No,No,No,No,No,Yes,Credit Card,No
7096-UCLNH,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
4615-PIVVU,Two Year,Yes,Cable,Yes,No,No,No,Yes,Yes,Credit Card,No
8885-QSQBX,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,No
8617-ENBDS,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Credit Card,Yes
9385-NXKDA,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Yes
0430-IHCDJ,Month-to-Month,Yes,DSL,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
6674-KVJHG,One Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
1814-DKOLC,Month-to-Month,No,,Yes,Yes,No,No,No,No,Credit Card,No
9351-HXDMR,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Credit Card,Yes
3537-HPKQT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Credit Card,Yes
2129-ALKBS,Month-to-Month,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
5821-MMEIL,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
6968-URWQU,One Year,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
4742-TXUEX,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
9631-XEYKE,Month-to-Month,Yes,DSL,Yes,Yes,No,No,No,No,Bank Withdrawal,No
1335-MXCSE,Two Year,Yes,DSL,Yes,No,No,No,Yes,Yes,Credit Card,Yes
8873-TMKGR,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
8800-JOOCF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
1469-LBJQJ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
0064-YIJGF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2386-OWURY,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Bank Withdrawal,Yes
0310-VQXAM,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
3453-RTHJQ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
6278-FEPBZ,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
4280-DLSHD,Month-to-Month,Yes,Cable,Yes,No,No,Yes,Yes,No,Credit Card,Yes
1508-DFXCU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7868-BGSZA,One Year,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Bank Withdrawal,Yes
2800-QQUSO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
7973-DZRKH,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Credit Card,Yes
7698-YFGEZ,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
9773-PEQBZ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,No
7785-RDVIG,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
9602-WCXPI,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
2903-YYTBW,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
3620-MWJNE,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,Yes,Credit Card,Yes
8573-JGCZW,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
6837-HAEVO,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
6701-YVNQG,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
9504-YAZWB,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
8819-ZBYNA,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Credit Card,Yes
6174-NRBTZ,One Year,Yes,Cable,No,No,Yes,No,No,No,Bank Withdrawal,Yes
6137-NICCO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Credit Card,Yes
9065-ZCPQX,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,No
6402-EJMWF,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
3620-EHIMZ,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
3213-VVOLG,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
6870-ECSHE,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
8747-UDCOI,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
4626-OZDTJ,One Year,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Credit Card,Yes
9169-BSVIN,Month-to-Month,Yes,DSL,Yes,Yes,No,No,Yes,No,Bank Withdrawal,No
8194-PEEBY,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
6872-HXFNF,One Year,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,No
7714-YXSMB,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,Yes
8387-UGUSU,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1194-HVAIF,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,No
1767-TGTKO,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8439-LTUGF,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
8805-JNRAZ,Month-to-Month,Yes,Cable,Yes,No,No,Yes,No,No,Credit Card,No
6418-HNFED,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Credit Card,Yes
0206-OYVOC,Two Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
7291-CDTMJ,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7128-GGCNO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,No
0237-YFUTL,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,Yes
7691-KGKGP,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,Yes,Credit Card,No
6710-HSJRD,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
3675-EQOZA,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
0840-DCNZE,One Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
1732-FEKLD,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
9862-KJTYK,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Credit Card,Yes
0479-HMSWA,Two Year,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Bank Withdrawal,Yes
5854-KSRBJ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
0365-BZUWY,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Bank Withdrawal,Yes
5701-SVCWR,Month-to-Month,No,,Yes,Yes,No,No,No,No,Credit Card,No
3129-AAQOU,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
4922-CVPDX,Two Year,Yes,DSL,Yes,No,No,Yes,Yes,No,Credit Card,Yes
1357-BIJKI,One Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
1099-BTKWT,One Year,Yes,DSL,No,No,Yes,No,Yes,No,Bank Withdrawal,Yes
2018-PZKMU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Bank Withdrawal,No
7340-KEFQE,Two Year,Yes,Cable,No,No,Yes,No,No,Yes,Bank Withdrawal,No
4570-QHXHL,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,Yes
7392-YYPYJ,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Bank Withdrawal,Yes
2223-GDSHL,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
9470-RTWDV,One Year,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Credit Card,Yes
2176-OSJUV,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,No
9348-YVOMK,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,Yes
8104-OSKWT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Bank Withdrawal,Yes
4521-YEEHE,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Bank Withdrawal,Yes
4090-KPJIP,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
2592-HODOV,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
7995-ZHHNZ,One Year,Yes,DSL,Yes,Yes,Yes,No,No,No,Credit Card,No
3824-RHKVR,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
5989-AXPUC,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
4979-HPRFL,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
8590-OHDIW,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
8015-IHCGW,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
2332-TODQS,One Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
8008-OTEZX,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
2773-OVBPK,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
5999-LCXAO,Month-to-Month,Yes,DSL,No,No,Yes,No,No,No,Credit Card,No
5206-XZZQI,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Credit Card,Yes
4803-LBYPN,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
2139-FQHLM,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Credit Card,No
1093-YSWCA,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
3882-IYOIJ,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
8749-TZYEC,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
1755-FZQEC,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
3115-JPJDD,One Year,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Credit Card,Yes
5600-KTXFM,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,No
6339-TBELP,Two Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Credit Card,Yes
7964-YESJC,Month-to-Month,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit Card,No
9938-ZREHM,One Year,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Credit Card,No
7950-XWOVN,Month-to-Month,Yes,DSL,No,No,No,Yes,Yes,No,Credit Card,No
4647-MUZON,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Credit Card,Yes
9702-AIUJO,One Year,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,Yes
8849-PRIQJ,One Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,Yes
8851-RAGOV,Month-to-Month,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Credit Card,Yes
5396-IZEPB,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1729-VLAZJ,One Year,Yes,DSL,No,No,Yes,Yes,No,Yes,Credit Card,No
8285-ABVLB,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
0701-TJSEF,Month-to-Month,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
5712-VBOXD,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
6629-LADHQ,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Credit Card,No
1559-DTODC,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,Yes
4797-MIWUM,Month-to-Month,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
4537-CIBHB,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
4324-AHJKS,Month-to-Month,Yes,DSL,Yes,No,Yes,No,Yes,No,Credit Card,No
4355-CVPVS,One Year,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
4495-LHSSK,Month-to-Month,Yes,DSL,Yes,Yes,Yes,No,No,No,Credit Card,No
5915-ANOEI,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
9861-PDSZP,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Credit Card,Yes
6704-UTUKK,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,Yes
2019-HDCZY,Two Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Bank Withdrawal,No
8788-DOXSU,One Year,Yes,DSL,Yes,No,No,No,Yes,No,Bank Withdrawal,Yes
7404-JLKQG,Month-to-Month,Yes,Cable,Yes,No,No,No,Yes,No,Bank Withdrawal,No
7421-ZLUPA,Month-to-Month,Yes,DSL,No,No,No,Yes,No,No,Credit Card,Yes
3274-NSDWE,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
2632-IVXVF,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Credit Card,No
8915-NNTRC,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Credit Card,Yes
5914-GXMDA,One Year,No,,Yes,No,No,No,No,No,Credit Card,No
7463-IFMQU,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
2920-RNCEZ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,Yes
2541-YGPKE,One Year,Yes,DSL,Yes,No,Yes,No,No,Yes,Credit Card,No
5382-TEMLV,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
3441-CGZJH,One Year,Yes,DSL,No,No,Yes,No,Yes,Yes,Credit Card,Yes
9592-ERDKV,One Year,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Credit Card,No
4778-IZARL,Two Year,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Credit Card,Yes
0432-CAJZV,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Credit Card,No
7008-LZVOZ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,Yes
9365-CSLBQ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
5884-FBCTL,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
6242-FEGFD,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
6194-HBGQN,One Year,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
7634-WSWDB,Month-to-Month,Yes,DSL,No,No,Yes,No,No,No,Bank Withdrawal,Yes
6986-IXNDM,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,Yes
2987-BJXIK,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Credit Card,No
9769-TSBZE,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,No
1395-WSWXR,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
6023-GSSXW,Two Year,Yes,DSL,Yes,No,No,Yes,No,No,Credit Card,Yes
6752-APNJL,Month-to-Month,Yes,DSL,Yes,No,Yes,Yes,No,No,Credit Card,No
7446-KQISO,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
9823-EALYC,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
0582-AVCLN,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
5803-NQJZO,Two Year,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
2607-DHDAK,Two Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
1073-XXCZD,Two Year,No,,Yes,Yes,No,No,No,No,Bank Withdrawal,No
0743-HRVFF,One Year,Yes,DSL,No,No,No,No,Yes,Yes,Bank Withdrawal,Yes
4006-HKYHO,Two Year,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bank Withdrawal,Yes
3727-JEZTU,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
8143-ETQTI,Two Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
9667-TKTVZ,Month-to-Month,Yes,Cable,Yes,Yes,No,No,No,Yes,Credit Card,Yes
8570-KLJYJ,One Year,Yes,DSL,Yes,Yes,Yes,No,No,No,Credit Card,No
7754-IXRMC,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Credit Card,No
9473-CBZOP,One Year,Yes,Cable,Yes,Yes,Yes,No,Yes,No,Credit Card,No
2969-WGHQO,One Year,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Bank Withdrawal,No
5863-OOKCL,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,No
1686-STUHN,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
1329-VHWNP,Month-to-Month,Yes,DSL,No,No,No,No,No,No,Bank Withdrawal,No
0266-GMEAO,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,Yes
5574-NXZIU,Two Year,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Credit Card,No
0019-GFNTW,Two Year,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Bank Withdrawal,No
4256-ZWTZI,Month-to-Month,Yes,DSL,Yes,No,No,No,No,Yes,Credit Card,Yes
8309-PPCED,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
5196-WPYOW,One Year,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Credit Card,No
4608-LCIMN,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
1485-YDHMM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Bank Withdrawal,Yes
4054-CUMIA,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
0603-TPMIB,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
2525-GVKQU,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
8161-QYMTT,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Bank Withdrawal,Yes
9581-GVBXT,One Year,Yes,DSL,No,No,Yes,No,Yes,No,Credit Card,No
5862-BRIXZ,Two Year,Yes,DSL,No,No,Yes,No,Yes,Yes,Bank Withdrawal,Yes
5404-GGUKR,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
2126-GSEGL,Two Year,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bank Withdrawal,Yes
0440-QEXBZ,Month-to-Month,Yes,DSL,Yes,Yes,No,No,No,No,Credit Card,Yes
2434-EEVDB,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Credit Card,Yes
6762-QVYJO,Two Year,Yes,DSL,No,No,Yes,No,Yes,Yes,Credit Card,No
8152-VETUR,Two Year,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Credit Card,Yes
4676-WLUHT,Two Year,Yes,DSL,No,No,Yes,Yes,No,No,Bank Withdrawal,No
7980-MHFLQ,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
0757-WCUUZ,Two Year,Yes,DSL,Yes,Yes,No,No,Yes,No,Credit Card,No
1629-DQQVB,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,No,Bank Withdrawal,No
0374-AACSZ,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,No
4872-VXRIL,One Year,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,Yes
9140-CZQZZ,Two Year,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Bank Withdrawal,Yes
3423-HHXAO,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
9938-TKDGL,Two Year,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Bank Withdrawal,Yes
6537-QLGEX,Month-to-Month,Yes,DSL,No,No,Yes,No,No,No,Bank Withdrawal,Yes
3160-TYXLT,Month-to-Month,Yes,DSL,No,No,Yes,Yes,No,No,Bank Withdrawal,Yes
1325-USMEC,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Yes
5606-AMZBO,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Credit Card,Yes
6199-IPCAO,Two Year,No,,Yes,Yes,No,No,No,No,Credit Card,No
5640-CAXOA,One Year,Yes,Cable,No,No,No,No,No,Yes,Credit Card,Yes
2235-EZAIK,Two Year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,No
3847-BAERP,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
1453-RZFON,Month-to-Month,Yes,Cable,Yes,No,Yes,No,No,No,Credit Card,No
8263-OKETD,Month-to-Month,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Credit Card,Yes
0670-KDOMA,Month-to-Month,No,,Yes,No,No,No,No,No,Credit Card,Yes
2476-YGEFM,Month-to-Month,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Credit Card,Yes
8687-BAFGU,Month-to-Month,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Bank Withdrawal,No
0641-EVBOJ,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Credit Card,Yes
0829-XXPLX,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Bank Withdrawal,Yes
9974-JFBHQ,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Credit Card,Yes
6624-JDRDS,Month-to-Month,Yes,Cable,No,No,Yes,No,No,No,Bank Withdrawal,No
0608-JDVEC,Two Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
9780-FKVVF,Month-to-Month,Yes,DSL,Yes,No,Yes,No,No,No,Bank Withdrawal,Yes
1919-RTPQD,Month-to-Month,Yes,DSL,Yes,No,No,No,No,No,Bank Withdrawal,No
5214-NLTIT,Two Year,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Credit Card,Yes
3345-PBBFH,Month-to-Month,Yes,DSL,Yes,No,No,Yes,No,No,Bank Withdrawal,Yes
5055-BRMNE,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Credit Card,No
2190-PHBHR,Two Year,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Credit Card,Yes
2650-GYRYL,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,Yes
5208-FVQKB,Two Year,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Credit Card,No
7184-LRUUR,One Year,Yes,DSL,Yes,No,No,Yes,Yes,No,Bank Withdrawal,No
6627-CFOSN,Month-to-Month,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Bank Withdrawal,Yes
3982-JGSFD,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
1574-DYCWE,Two Year,No,,Yes,No,No,No,No,No,Credit Card,No
7247-XOZPB,One Year,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,No
2466-FCCPT,One Year,No,,Yes,No,No,No,No,No,Bank Withdrawal,No
6211-WWLTF,Two Year,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Credit Card,No
4826-TZEVA,Month-to-Month,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Credit Card,No
6016-NXBNJ,One Year,No,,Yes,No,No,No,No,No,Credit Card,Yes
9138-EFSMO,One Year,Yes,Fiber Optic,Yes,No,No,No,No,No,Bank Withdrawal,No
4632-XJMEX,One Year,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Credit Card,No
2716-GFZOR,Month-to-Month,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Credit Card,Yes
