customer_id,churned,churn_reference_date,monthly_charges,total_revenue,tenure_months
7570-WELNY,0,2023-09-30,84.7,6246.21,68
3021-VLNRJ,0,2023-09-30,70.8,5354.150000000001,50
6907-FLBER,0,2023-09-30,54.3,98.32,1
5982-PSMKW,0,2023-09-30,91.1,2841.61,23
3507-GASNP,0,2023-09-30,19.95,2185.3,60
7096-ZNBZI,0,2023-09-30,26.45,3514.34,72
1676-MQAOA,0,2023-09-30,75.1,6418.51,72
7566-DSRLQ,0,2023-09-30,110.15,8994.0,72
7245-JMTTQ,0,2023-09-30,111.5,7936.54,51
6050-IJRHS,0,2023-09-30,106.5,7812.1,70
6202-JVYEU,0,2023-09-30,19.9,200.77999999999997,9
8591-TKMZH,0,2023-09-30,111.1,9275.1,59
0734-OXWBT,0,2023-09-30,70.7,300.77,3
0365-TRTPY,0,2023-09-30,91.2,3816.3100000000004,37
7349-ALMUX,0,2023-09-30,65.6,3735.71,37
6502-KUGLL,0,2023-09-30,59.45,1377.81,14
1841-YSJGV,0,2023-09-30,109.95,10788.56,72
3511-BFTJW,0,2023-09-30,38.5,2763.0,72
5018-HEKFO,0,2023-09-30,24.5,440.25,10
2923-ARZLG,0,2023-09-30,19.7,659.8399999999999,0
3976-NLDEZ,0,2023-09-30,20.6,22.080000000000002,1
2282-YGNOR,0,2023-09-30,58.0,2153.84,29
6854-EXGSF,0,2023-09-30,65.5,642.99,8
1241-EZFMJ,0,2023-09-30,25.45,2241.93,61
5376-PCKNB,0,2023-09-30,104.45,8848.28,72
8044-BGWPI,0,2023-09-30,21.15,712.8499999999999,12
4060-LDNLU,0,2023-09-30,96.2,961.21,7
3589-PPVKW,0,2023-09-30,44.4,696.0,9
5887-IKKYO,0,2023-09-30,94.35,5854.23,58
1755-RMCXH,0,2023-09-30,20.3,54.79,2
3858-XHYJO,0,2023-09-30,105.75,5116.55,40
4299-SIMNS,0,2023-09-30,81.15,1143.5100000000002,9
7025-IWFHT,0,2023-09-30,89.55,5583.77,41
6261-LHRTG,0,2023-09-30,54.75,2442.7400000000002,26
7841-FCRQD,0,2023-09-30,53.75,2367.15,33
2056-EVGZL,0,2023-09-30,105.75,7926.34,68
7753-USQYQ,0,2023-09-30,64.2,5148.05,55
7661-CPURM,0,2023-09-30,87.7,2545.04,19
6233-HXJMX,0,2023-09-30,89.3,4814.049999999999,45
5902-WBLSE,0,2023-09-30,20.15,3290.7,70
3239-TPHPZ,0,2023-09-30,20.05,748.6300000000001,12
5115-GZDEL,0,2023-09-30,67.2,4671.7,72
3338-CVVEH,0,2023-09-30,94.55,1340.11,12
4393-GEADV,0,2023-09-30,114.75,10576.5,70
8486-AYEQH,0,2023-09-30,76.05,3429.9800000000005,31
2495-KZNFB,0,2023-09-30,90.65,3542.68,33
4560-WQAQW,0,2023-09-30,68.7,5891.83,59
4274-DRSQT,0,2023-09-30,88.9,8107.4800000000005,66
2027-DNKIV,0,2023-09-30,58.75,3522.89,37
2885-HIJDH,0,2023-09-30,86.9,8012.25,69
5424-RLQLC,0,2023-09-30,59.65,743.75,10
6507-DTJZV,0,2023-09-30,66.4,1224.22,13
7673-BQGKU,0,2023-09-30,20.15,2128.9300000000003,69
2725-IWWBA,0,2023-09-30,56.9,4328.8,46
1061-PNTHC,0,2023-09-30,109.6,6733.64,56
0394-YONDK,0,2023-09-30,25.15,1875.5500000000002,70
6574-MCOEH,0,2023-09-30,79.15,3593.87,33
7399-QHBJS,0,2023-09-30,66.75,6388.9400000000005,72
0997-YTLNY,0,2023-09-30,48.8,1030.22,19
9479-HYNYL,0,2023-09-30,80.7,8801.36,71
9708-KFDBY,0,2023-09-30,20.55,27.87,1
3642-GKTCT,0,2023-09-30,115.1,7332.2,61
0774-RMNUW,0,2023-09-30,59.7,4122.65,71
1334-PDUKM,0,2023-09-30,86.45,6576.63,68
0756-MPZRL,0,2023-09-30,33.7,1537.85,46
2242-MFOTG,0,2023-09-30,80.1,3451.7300000000005,33
2927-CVULT,0,2023-09-30,104.05,7069.48,53
8745-PVESG,0,2023-09-30,41.1,2258.25,57
7647-GYYKX,0,2023-09-30,20.35,3356.5699999999997,54
9700-ISPUP,0,2023-09-30,65.5,875.8,10
9839-ETQOE,0,2023-09-30,40.45,1912.85,43
9027-TMATR,0,2023-09-30,78.8,5092.1900000000005,43
1941-HOSAM,0,2023-09-30,90.1,114.42999999999999,1
9110-HSGTV,0,2023-09-30,82.45,7315.29,69
0704-VCUMB,0,2023-09-30,20.25,1940.9899999999998,61
6171-ZTVYB,0,2023-09-30,66.25,4023.24,43
1935-IMVBB,0,2023-09-30,89.7,5123.53,56
2535-PBCGC,0,2023-09-30,64.55,4458.839999999999,70
1470-PSXNM,0,2023-09-30,93.65,6254.94,49
2498-XLDZR,0,2023-09-30,73.6,2936.51,32
5338-YHWYT,0,2023-09-30,61.45,4213.1900000000005,37
7718-UPSKJ,0,2023-09-30,106.4,8916.039999999999,69
8731-WBBMB,0,2023-09-30,81.9,2325.67,26
1448-CYWKC,0,2023-09-30,105.2,8685.15,58
7901-IIDQV,0,2023-09-30,54.6,1394.31,24
2690-DVRVK,0,2023-09-30,20.55,305.5,5
1270-XKUCC,0,2023-09-30,19.7,934.96,30
0334-ZFJSR,0,2023-09-30,66.05,5513.469999999999,55
5583-EJXRD,0,2023-09-30,54.05,2327.75,44
4565-EVZMJ,0,2023-09-30,58.9,4051.5,47
3327-YBAKM,0,2023-09-30,96.9,7531.06,64
9441-QHEVC,0,2023-09-30,19.1,63.32,1
6705-LNMDD,0,2023-09-30,50.0,1996.44,20
2580-ASVVY,0,2023-09-30,45.4,1548.9699999999998,37
3370-GQEAL,0,2023-09-30,85.45,3258.4199999999996,30
5032-USPKF,0,2023-09-30,84.1,4141.83,38
4254-QPEDE,0,2023-09-30,66.25,3330.1,52
6283-GITPX,0,2023-09-30,76.9,5860.66,71
0771-CHWSK,0,2023-09-30,74.6,7806.0199999999995,66
9788-HNGUT,0,2023-09-30,116.95,9881.039999999999,72
9495-REDIY,0,2023-09-30,40.65,970.55,25
5375-XLDOF,0,2023-09-30,114.35,10295.73,69
1172-VIYBP,0,2023-09-30,69.7,5166.34,53
6559-PDZLR,0,2023-09-30,98.65,3499.0,26
8992-OBVDG,0,2023-09-30,61.65,2230.45,21
4273-MBHYA,0,2023-09-30,89.35,94.71,1
4724-WXVWF,0,2023-09-30,95.4,4644.5,48
5701-GUXDC,0,2023-09-30,35.4,978.6,26
1460-UZPRJ,0,2023-09-30,19.95,3066.55,60
6082-GLJIX,0,2023-09-30,19.25,895.29,18
2495-TTHBQ,0,2023-09-30,20.4,213.35,4
0485-ZBSLN,0,2023-09-30,24.75,4087.6,65
3810-PJUHR,0,2023-09-30,25.35,2447.3500000000004,70
0847-HGRML,0,2023-09-30,20.0,2767.8599999999997,62
8232-CTLKO,0,2023-09-30,59.75,4550.54,66
9227-YBAXE,0,2023-09-30,82.5,5563.85,65
9860-LISIZ,0,2023-09-30,20.35,1922.7,34
0112-QAWRZ,0,2023-09-30,90.8,2221.56,16
4043-MKDTV,0,2023-09-30,105.25,9967.74,71
9229-RQABD,0,2023-09-30,23.75,657.96,18
8313-KTIHG,0,2023-09-30,61.3,410.2,4
5320-BRKGK,0,2023-09-30,75.8,4582.21,58
6284-KMNUF,0,2023-09-30,98.0,7370.6,56
6229-UOLQL,0,2023-09-30,52.0,2884.9,56
3137-LUPIX,0,2023-09-30,64.4,257.4,4
6143-JQKEA,0,2023-09-30,45.8,590.7,10
8676-OOQEJ,0,2023-09-30,30.5,118.4,4
9701-CDXHR,0,2023-09-30,69.15,6093.36,51
8124-NZVGJ,0,2023-09-30,49.25,255.6,6
2162-FRZAA,0,2023-09-30,39.35,2395.05,63
5118-MUEYH,0,2023-09-30,105.1,6967.55,48
5627-TVBPP,0,2023-09-30,20.1,1537.6999999999998,35
3936-QQFLL,0,2023-09-30,19.75,43.239999999999995,2
2589-AYCRP,0,2023-09-30,19.75,2886.55,50
4067-HLYQI,0,2023-09-30,70.4,4097.95,33
5124-EOGYE,0,2023-09-30,20.45,1710.22,31
5057-RKGLH,0,2023-09-30,20.35,468.56999999999994,9
0292-WEGCH,0,2023-09-30,86.2,4757.87,54
8910-ICHIU,0,2023-09-30,95.65,6071.8,46
4097-YODCF,0,2023-09-30,103.8,3616.32,34
9715-WZCLW,0,2023-09-30,97.2,9685.69,71
9786-YWNHU,0,2023-09-30,63.55,4178.54,63
6407-GSJNL,0,2023-09-30,24.95,3549.85,51
4049-ZPALD,0,2023-09-30,99.0,8674.68,64
6833-JMZYP,0,2023-09-30,94.0,1734.65,15
1310-QRITU,0,2023-09-30,50.3,1603.06,18
8961-QDZZJ,0,2023-09-30,95.0,7940.0599999999995,57
9715-SBVSU,0,2023-09-30,61.4,985.91,14
7929-SKFGK,0,2023-09-30,114.3,9761.9,70
2300-RQGOI,0,2023-09-30,20.05,2323.44,38
3563-SVYLG,0,2023-09-30,62.65,6858.48,68
4998-IKFSE,0,2023-09-30,100.45,4211.6,30
8630-QSGXK,0,2023-09-30,75.2,4410.74,51
2455-USLMV,0,2023-09-30,84.75,3363.91,31
9488-FVZCC,0,2023-09-30,79.5,8008.18,72
5995-WWKKG,0,2023-09-30,19.8,1811.34,37
7879-CGSFV,0,2023-09-30,100.9,7872.5,55
9921-EZKBY,0,2023-09-30,95.3,3617.03,33
7432-FFVAR,0,2023-09-30,90.95,4574.56,46
7246-ZGQDF,0,2023-09-30,54.5,87.71000000000001,1
4456-RHSNB,0,2023-09-30,49.6,1103.8799999999999,19
2481-SBOYW,0,2023-09-30,25.0,3453.3999999999996,61
7109-MFBYV,0,2023-09-30,45.45,1988.9700000000003,26
1833-TCXKK,0,2023-09-30,107.75,6224.25,45
1832-PEUTS,0,2023-09-30,89.1,7752.15,62
8660-BUETV,0,2023-09-30,44.75,262.72,3
0580-PIQHM,0,2023-09-30,101.6,4534.4800000000005,41
5696-CEIQJ,0,2023-09-30,103.15,7783.92,67
1696-HXOWK,0,2023-09-30,95.65,7227.57,71
3026-ATZYV,0,2023-09-30,75.1,2700.2400000000002,37
4012-YCFAI,0,2023-09-30,61.35,5099.4,60
9970-QBCDA,0,2023-09-30,19.7,315.67,6
9496-IVVRP,0,2023-09-30,51.0,1134.94,11
2657-VPXTA,0,2023-09-30,88.85,1257.05,10
6551-VLJMV,0,2023-09-30,20.05,829.28,34
1221-GHZEP,0,2023-09-30,65.1,5283.91,62
9289-LBQVU,0,2023-09-30,70.15,6588.219999999999,64
3458-IDMFK,0,2023-09-30,20.75,1233.9,25
6933-FHBZC,0,2023-09-30,56.05,2482.7,26
0221-NAUXK,0,2023-09-30,19.95,298.1,10
9770-KXGQU,0,2023-09-30,98.6,6869.52,53
6538-POCHL,0,2023-09-30,79.0,3158.59,33
3002-WQZWT,0,2023-09-30,74.2,2468.27,29
4277-UDIEF,0,2023-09-30,81.0,3020.17,24
1208-NBVFH,0,2023-09-30,49.6,1203.4,20
4912-PIGUY,0,2023-09-30,84.6,91.94,1
2725-TTRIQ,0,2023-09-30,84.2,8711.03,72
3374-TTZTK,0,2023-09-30,106.3,8077.639999999999,52
8990-ZXLSU,0,2023-09-30,69.05,920.3299999999999,9
2275-RBYQS,0,2023-09-30,45.4,94.72999999999999,1
4419-UJMUS,0,2023-09-30,99.35,7440.19,69
7794-JASDG,0,2023-09-30,50.75,96.52000000000001,1
7609-YBPXG,0,2023-09-30,87.1,5816.36,54
5519-TEEUH,0,2023-09-30,20.15,1380.4299999999998,33
0804-XBFBV,0,2023-09-30,25.2,321.05,11
2676-OXPPQ,0,2023-09-30,55.7,354.60999999999996,6
3703-TTEPD,0,2023-09-30,65.35,1763.7600000000002,21
2799-TSLAG,0,2023-09-30,25.3,3960.5,65
2208-NKVVH,0,2023-09-30,24.25,1198.78,43
7139-JZFVG,0,2023-09-30,60.5,6288.85,60
4987-GQWPO,0,2023-09-30,25.1,382.8,17
1757-TCATG,0,2023-09-30,20.05,2182.45,35
4776-XSKYQ,0,2023-09-30,30.25,368.85,12
8048-DSDFQ,0,2023-09-30,20.2,33.28,1
5753-QQWPW,0,2023-09-30,59.9,1971.66,28
6010-DDPPW,0,2023-09-30,25.15,2572.95,70
6693-FRIRW,0,2023-09-30,101.3,1930.73,18
6586-MYGKD,0,2023-09-30,76.95,6568.0,70
3173-NVMPX,0,2023-09-30,55.3,711.44,9
0623-GDISB,0,2023-09-30,48.45,64.87,1
2892-GESUL,0,2023-09-30,19.35,669.25,18
2043-WVTQJ,0,2023-09-30,55.7,73.38,1
8034-RYTVV,0,2023-09-30,84.25,7056.6,55
3863-QSTYI,0,2023-09-30,64.65,4726.65,59
5044-LRQAQ,0,2023-09-30,69.2,766.0899999999999,7
1716-LSAMB,0,2023-09-30,54.65,4588.15,45
1333-PBMXB,0,2023-09-30,24.75,2901.13,54
6546-OPBBH,0,2023-09-30,23.95,3386.3999999999996,51
9127-QRZMH,0,2023-09-30,59.85,3378.79,44
5919-VCZYM,0,2023-09-30,20.05,123.26,2
9644-KVCNC,0,2023-09-30,92.15,7355.78,66
2137-DQMEV,0,2023-09-30,44.8,2983.65,68
8174-LNWMW,0,2023-09-30,20.9,1500.31,31
7964-VEXDG,0,2023-09-30,80.35,2028.39,21
2404-JIBFC,0,2023-09-30,85.1,5119.4,55
4632-PAOYU,0,2023-09-30,19.95,1256.3,22
2990-OGYTD,0,2023-09-30,86.15,6098.25,67
7880-XSOJX,0,2023-09-30,42.4,146.4,4
4589-IUAJB,0,2023-09-30,24.25,3721.95,70
8457-XIGKN,0,2023-09-30,19.6,938.55,20
6072-NUQCB,0,2023-09-30,20.25,1317.65,22
8838-GPHZP,0,2023-09-30,20.6,2342.61,63
8750-QWZAJ,0,2023-09-30,19.8,4769.549999999999,70
6918-UMQCG,0,2023-09-30,80.2,628.55,5
0675-NCDYU,0,2023-09-30,116.4,10621.17,72
6339-DKLMK,0,2023-09-30,31.65,389.95,13
1346-PJWTK,0,2023-09-30,94.15,6813.38,61
5088-QZLRL,0,2023-09-30,20.65,22.119999999999997,1
4397-FRLTA,0,2023-09-30,20.15,214.66,4
3057-VJJQE,0,2023-09-30,55.25,2637.75,35
2302-OUZXB,0,2023-09-30,82.15,7369.02,72
2270-CHBFN,0,2023-09-30,95.1,5500.23,44
5982-FPVQN,0,2023-09-30,95.15,5050.96,37
9107-UKCKY,0,2023-09-30,79.8,6685.48,61
4654-ULTTN,0,2023-09-30,74.8,5895.4,70
5546-BYZSM,0,2023-09-30,20.45,1410.2800000000002,41
1492-KGETH,0,2023-09-30,78.35,7958.95,70
4163-HFTUK,0,2023-09-30,19.1,2503.63,51
8215-NGSPE,0,2023-09-30,20.0,965.43,42
8859-YSTWS,0,2023-09-30,19.95,1533.46,48
7601-DHFWZ,0,2023-09-30,24.0,2662.41,48
1998-VHJHK,0,2023-09-30,19.15,1046.21,27
0487-VVUVK,0,2023-09-30,19.15,954.85,25
5063-IUOKK,0,2023-09-30,19.75,397.18,13
4508-OEBEY,0,2023-09-30,75.5,3272.92,31
0027-KWYKW,0,2023-09-30,83.75,2652.88,23
2308-STERM,0,2023-09-30,19.4,74.35,2
5982-XMDEX,0,2023-09-30,26.5,3889.7,65
6051-PTVNS,0,2023-09-30,19.15,2521.6,55
2877-VDUER,0,2023-09-30,40.9,1383.6,35
9152-AMKAK,0,2023-09-30,80.25,631.0999999999999,6
9432-VOFYX,0,2023-09-30,70.8,1816.96,17
8049-WJCLQ,0,2023-09-30,60.2,761.2,10
6586-PSJOX,0,2023-09-30,55.2,969.0,15
9705-ZJBCG,0,2023-09-30,54.15,956.24,13
9670-BPNXF,0,2023-09-30,62.55,3174.45,45
3913-FCUUW,0,2023-09-30,70.45,5658.9,72
3301-VKTGC,0,2023-09-30,85.5,7714.160000000001,68
9555-SAHUZ,0,2023-09-30,54.5,3834.3100000000004,38
0816-TSPHQ,0,2023-09-30,20.75,99.54,2
9932-WBWIK,0,2023-09-30,20.35,741.9300000000001,11
5286-YHCVC,0,2023-09-30,104.8,10385.380000000001,72
9115-YQHGA,0,2023-09-30,51.1,3472.5,40
8963-MQVYN,0,2023-09-30,20.55,1437.19,22
2458-EOMRE,0,2023-09-30,64.05,1274.51,11
6542-LWGXJ,0,2023-09-30,25.0,78.25,3
5567-GZKQY,0,2023-09-30,20.3,2828.0,58
1222-LRYKO,0,2023-09-30,26.35,413.73,6
2087-QAREY,0,2023-09-30,54.7,2055.01,22
4423-JWZJN,0,2023-09-30,90.25,8531.55,64
6490-FGZAT,0,2023-09-30,20.65,303.34000000000003,6
7452-FOLON,0,2023-09-30,25.45,2774.6800000000003,39
2320-TZRRH,0,2023-09-30,19.5,1177.95,20
4942-VZZOM,0,2023-09-30,66.15,6789.9400000000005,64
7502-BNYGS,0,2023-09-30,69.1,4634.48,46
6147-CBCRA,0,2023-09-30,20.05,806.4000000000001,33
6047-SUHPR,0,2023-09-30,59.8,3022.05,39
9752-ZNQUT,0,2023-09-30,48.6,56.59,1
5666-MBJPT,0,2023-09-30,25.1,3052.95,65
7312-XSBAT,0,2023-09-30,49.75,91.53999999999999,1
3096-GKWEB,0,2023-09-30,94.75,2306.96,18
2371-JQHZZ,0,2023-09-30,93.0,3413.8900000000003,24
0674-GCDXG,0,2023-09-30,71.9,7162.37,63
1121-QSIVB,0,2023-09-30,77.55,3694.18,44
4396-KLSEH,0,2023-09-30,19.85,90.52,4
2824-MYYBN,0,2023-09-30,95.25,3373.35,37
6345-HOVES,0,2023-09-30,25.05,852.7,34
8318-LCNBW,0,2023-09-30,53.15,1930.9,35
6469-QJKZW,0,2023-09-30,20.15,274.76,4
6370-ZVHDV,0,2023-09-30,25.3,4017.47,61
5915-DGNVC,0,2023-09-30,71.8,4701.950000000001,49
6260-XLACS,0,2023-09-30,19.7,209.95999999999998,4
3566-CAAYU,0,2023-09-30,49.85,3210.35,64
4983-CCWMC,0,2023-09-30,69.6,314.31,3
9103-CXVOK,0,2023-09-30,19.75,50.129999999999995,1
2896-TBNBE,0,2023-09-30,80.8,3651.55,40
3841-CONLJ,0,2023-09-30,35.0,35.0,1
4475-NVTLU,0,2023-09-30,19.2,1679.0500000000002,45
9386-LDCZR,0,2023-09-30,90.65,5463.84,43
9585-KKMFD,0,2023-09-30,20.0,1536.62,41
5399-ZIMKF,0,2023-09-30,74.65,547.7,5
0336-KXKFK,0,2023-09-30,61.2,4390.25,72
5619-XZZKR,0,2023-09-30,19.95,95.64,4
3948-FVVRP,0,2023-09-30,54.8,852.94,9
0983-TATYJ,0,2023-09-30,51.45,3345.87,33
1813-JYWTO,0,2023-09-30,80.45,6316.160000000001,72
6719-OXYBR,0,2023-09-30,85.3,1629.35,15
6476-YHMGA,0,2023-09-30,76.5,1752.15,15
0168-XZKBB,0,2023-09-30,86.85,1713.3600000000001,19
3785-NRHYR,0,2023-09-30,19.65,36.56,1
4537-DKTAL,0,2023-09-30,45.55,178.2,2
5602-BVFMK,0,2023-09-30,19.3,730.11,12
6297-NOOPG,0,2023-09-30,110.5,9749.85,70
8204-TIFGJ,0,2023-09-30,20.3,844.58,23
8903-XEBGX,0,2023-09-30,55.3,196.51,2
1089-XZWHH,0,2023-09-30,19.7,1605.2499999999998,24
2325-WINES,0,2023-09-30,104.05,3871.5699999999997,32
6064-ZATLR,0,2023-09-30,52.85,1783.5,27
7824-PANSQ,0,2023-09-30,80.65,7398.210000000001,58
9648-BCHKM,0,2023-09-30,24.65,1257.77,18
2888-ADFAO,0,2023-09-30,21.3,1227.45,47
8707-HOEDG,0,2023-09-30,110.2,8225.5,70
4072-IPYLT,0,2023-09-30,51.05,2525.2799999999997,36
7167-PCEYD,0,2023-09-30,19.8,1627.54,67
4936-YPJNK,0,2023-09-30,19.9,437.85,10
4817-KEQSP,0,2023-09-30,19.85,2521.99,71
6408-WHTEF,0,2023-09-30,89.4,6574.55,72
9251-AWQGT,0,2023-09-30,20.0,1404.86,48
8749-CLJXC,0,2023-09-30,20.05,33.56,1
7989-VCQOH,0,2023-09-30,83.25,1796.3700000000001,18
8882-TLVRW,0,2023-09-30,39.1,2779.5,69
3580-GICBM,0,2023-09-30,24.2,3570.4400000000005,61
9730-DRTMJ,0,2023-09-30,72.8,2826.17,32
4686-UXDML,0,2023-09-30,99.85,2514.6099999999997,21
0932-YIXYU,0,2023-09-30,20.25,1445.75,47
7480-SPLEF,0,2023-09-30,26.0,2596.95,69
7636-XUHWW,0,2023-09-30,19.9,41.34,2
1431-CYWMH,0,2023-09-30,19.05,1475.95,22
6349-JDHQP,0,2023-09-30,19.85,2046.5299999999997,53
5847-MXBEO,0,2023-09-30,20.3,703.02,22
1116-FRYVH,0,2023-09-30,39.4,2108.65,48
9633-XQABV,0,2023-09-30,70.25,305.9,3
1183-CANVH,0,2023-09-30,60.0,1379.1200000000001,23
1972-XMUWV,0,2023-09-30,59.8,4473.15,65
8679-LZBMD,0,2023-09-30,90.65,5019.15,44
3407-JMJQQ,0,2023-09-30,109.0,7942.4400000000005,71
6252-DFGTK,0,2023-09-30,68.1,3602.5699999999997,37
1539-LNKHM,0,2023-09-30,20.4,545.0,12
8645-KOMJQ,0,2023-09-30,81.95,8993.439999999999,69
0289-IVARM,0,2023-09-30,60.55,3550.95,35
9761-XUJWD,0,2023-09-30,65.6,382.9,5
4057-FKCZK,0,2023-09-30,82.5,6563.99,58
4291-TPNFG,0,2023-09-30,82.3,8229.43,72
6087-YPWHO,0,2023-09-30,68.15,6055.0199999999995,72
3090-QFUVD,0,2023-09-30,20.3,24.39,1
1722-LDZJS,0,2023-09-30,20.2,2151.4700000000003,53
1818-ESQMW,0,2023-09-30,89.2,3453.34,27
7401-RUBNK,0,2023-09-30,74.8,2217.27,18
0506-YLVKJ,0,2023-09-30,20.2,3029.7700000000004,46
8661-BOYNW,0,2023-09-30,84.4,6474.45,72
4815-GBTCD,0,2023-09-30,25.15,99.95,4
2805-AUFQN,0,2023-09-30,19.8,823.45,25
0980-PVMRC,0,2023-09-30,50.85,2036.55,40
7233-DRTRF,0,2023-09-30,102.4,7562.3,63
3873-NFTGI,0,2023-09-30,55.5,1026.27,14
7048-GXDAY,0,2023-09-30,106.4,4710.280000000001,39
8571-ZCMCX,0,2023-09-30,60.0,2768.65,47
1169-WCVAK,0,2023-09-30,88.8,2319.2999999999997,19
7129-CAKJW,0,2023-09-30,80.05,2109.9700000000003,17
3570-YUEKJ,0,2023-09-30,49.55,2443.77,42
1555-HAPSU,0,2023-09-30,23.9,3751.61,71
8464-EETCQ,0,2023-09-30,18.8,2216.6800000000003,57
2419-FSORS,0,2023-09-30,108.4,8488.46,72
8132-YPVBX,0,2023-09-30,85.95,758.44,6
6754-LZUKA,0,2023-09-30,80.9,6354.41,61
8099-MZPUJ,0,2023-09-30,111.8,6047.009999999999,48
0787-LHDYT,0,2023-09-30,20.6,865.29,16
0374-IOEGQ,0,2023-09-30,44.6,169.47,3
3197-NNYNB,0,2023-09-30,105.1,8435.6,65
3396-DKDEL,0,2023-09-30,115.15,9045.2,70
1752-OZXFY,0,2023-09-30,59.8,4475.55,60
9066-QRSDU,0,2023-09-30,26.3,3287.0699999999997,69
9867-NNXLC,0,2023-09-30,20.05,1216.44,22
5321-NTRKC,0,2023-09-30,79.85,7545.61,66
3161-GETRM,0,2023-09-30,90.05,3778.7,34
0402-OAMEN,0,2023-09-30,24.45,3189.42,72
6933-VLYFX,0,2023-09-30,59.95,1848.8,31
6754-WKSHP,0,2023-09-30,25.35,851.4,30
5055-MGMGF,0,2023-09-30,105.05,9621.1,65
4641-FROLU,0,2023-09-30,19.3,950.9,30
2862-JVEOY,0,2023-09-30,19.15,187.64,6
2969-QWUBZ,0,2023-09-30,51.4,96.8,2
9822-BIIGN,0,2023-09-30,71.85,5288.58,53
1534-OULXE,0,2023-09-30,49.7,5575.25,61
2971-SGAFL,0,2023-09-30,78.75,1544.55,13
2905-KFQUV,0,2023-09-30,70.4,169.78,2
3370-HXOPH,0,2023-09-30,76.1,300.65000000000003,3
9391-YZEJW,0,2023-09-30,94.0,7759.18,62
9958-MEKUC,0,2023-09-30,103.95,10824.66,72
0281-CNTZX,0,2023-09-30,19.95,3651.4799999999996,63
9114-VEPUF,0,2023-09-30,96.1,7893.07,62
7876-BEUTG,0,2023-09-30,48.8,1118.2,15
2338-BQEZT,0,2023-09-30,50.55,3031.85,55
9873-MNDKV,0,2023-09-30,44.65,793.01,11
8241-JUIQO,0,2023-09-30,19.45,2916.8599999999997,61
2194-IIQOF,0,2023-09-30,89.3,7801.549999999999,71
9631-RXVJM,0,2023-09-30,19.25,826.3,35
9584-EXCDZ,0,2023-09-30,70.5,1875.86,17
5093-FEGLU,0,2023-09-30,19.65,3078.8499999999995,47
2621-UDNLU,0,2023-09-30,20.85,107.31,3
7526-IVLYU,0,2023-09-30,19.65,175.12,3
9214-EKVXR,0,2023-09-30,44.0,70.15,1
3410-MHHUM,0,2023-09-30,94.4,5422.59,44
2122-YWVYA,0,2023-09-30,75.4,1650.5800000000002,18
2296-DKZFP,0,2023-09-30,71.0,4470.05,65
8909-BOLNL,0,2023-09-30,21.2,88.2,3
6603-YRDCJ,0,2023-09-30,61.05,2542.77,33
3229-USWAR,0,2023-09-30,79.95,2908.1800000000003,34
2138-VFAPZ,0,2023-09-30,19.7,478.27,14
6131-JLWZM,0,2023-09-30,20.3,561.53,13
0269-XFESX,0,2023-09-30,24.35,1642.96,23
1709-EJDOX,0,2023-09-30,19.75,2901.2799999999997,47
4316-XCSLJ,0,2023-09-30,50.3,1622.17,17
0383-CLDDA,0,2023-09-30,85.35,7171.83,69
2709-UQGNP,0,2023-09-30,51.65,1014.9,10
3549-ZTMNH,0,2023-09-30,24.0,583.69,12
8033-ATFAS,0,2023-09-30,59.85,4218.96,39
0562-HKHML,0,2023-09-30,23.9,2974.69,71
8277-RVRSV,0,2023-09-30,24.15,856.7299999999999,33
7054-ENNGU,0,2023-09-30,50.85,579.9100000000001,9
1455-HFBXA,0,2023-09-30,91.6,5624.84,52
9402-CXWPL,0,2023-09-30,98.9,7425.900000000001,70
1628-BIZYP,0,2023-09-30,85.0,100.2,1
0082-LDZUE,0,2023-09-30,44.3,87.25,1
5343-SGUBI,0,2023-09-30,80.2,6528.4,52
0856-NAOES,0,2023-09-30,60.9,688.12,6
1976-AZZPJ,0,2023-09-30,34.2,256.6,7
6156-UZDLF,0,2023-09-30,87.15,3466.44,26
3099-OONVS,0,2023-09-30,54.3,2246.05,25
9500-WBGRP,0,2023-09-30,19.1,4200.66,69
5183-KLYEM,0,2023-09-30,112.75,10729.880000000001,72
5144-PQCDZ,0,2023-09-30,19.95,198.69,4
8514-VZHEB,0,2023-09-30,19.5,2254.1,59
6625-IUTTT,0,2023-09-30,65.55,7734.13,67
0068-FIGTF,0,2023-09-30,78.2,3399.5199999999995,27
5965-GGPRW,0,2023-09-30,105.25,10205.35,72
8035-PWSEV,0,2023-09-30,89.25,702.33,6
2236-HILPA,0,2023-09-30,20.65,1909.75,62
1840-BIUOG,0,2023-09-30,68.7,2066.2,20
1356-MKYSK,0,2023-09-30,78.65,772.84,6
6080-LNESI,0,2023-09-30,24.75,2156.17,51
1830-IPXVJ,0,2023-09-30,19.75,2861.0,61
8398-TBIYD,0,2023-09-30,84.7,6795.71,72
9418-RUKPH,0,2023-09-30,19.95,2652.6,38
4712-AUQZO,0,2023-09-30,33.6,550.35,18
9711-FJTBX,0,2023-09-30,85.85,5436.68,56
2908-ZTPNF,0,2023-09-30,34.85,1267.2,36
1414-YADCW,0,2023-09-30,84.6,5781.099999999999,70
8756-RDDLT,0,2023-09-30,44.95,3085.35,68
2862-PFNIK,0,2023-09-30,24.7,24.7,1
5816-QVHRX,0,2023-09-30,100.3,5208.62,37
